,County,License Number,Operation Type,Establishment Type,Entity Name,DBA Name,Street Number,Street Name,Address Line 2,Address Line 3,City,State,Zip Code,Square Footage,geometry,index_right,STATEFP,COUNTYFP,TRACTCE,AFFGEOID,GEOID,NAME,NAMELSAD,STUSPS,NAMELSADCO,STATE_NAME,LSAD,ALAND,AWATER
525,DUTCHESS,131135,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #13402,1475,"ROUTE 9D, STE A1-5",,,WAPPINGERS FALLS,NY,12590,9090,POINT (586336.9809545409 4597849.630074065),2432,36,027,060100,1400000US36027060100,36027060100,601,Census Tract 601,NY,Dutchess County,New York,CT,7717813,2087884
526,DUTCHESS,131116,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 13147,31,RT 22,,,PAWLING,NY,12564,9000,POINT (617787.8507303373 4598162.725962591),5043,36,027,110004,1400000US36027110004,36027110004,1100.04,Census Tract 1100.04,NY,Dutchess County,New York,CT,54269239,561005
527,DUTCHESS,131083,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #12739,3,MAGGIOCOMO LN UNIT 1A,,,PLEASANT VALLEY,NY,12569,6000,POINT (597829.4424680321 4621976.203865681),3594,36,027,130003,1400000US36027130003,36027130003,1300.03,Census Tract 1300.03,NY,Dutchess County,New York,CT,32959798,667398
528,DUTCHESS,131067,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #12419,1671,RT 9,,,WAPPINGERS FALLS,NY,12590,10000,POINT (590570.9222199363 4606338.643266022),2186,36,027,300000,1400000US36027300000,36027300000,3000,Census Tract 3000,NY,Dutchess County,New York,CT,2925869,239637
529,DELAWARE,120157,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #11789,355,MAIN ST,,,MARGARETVILLE,NY,12455,5000,POINT (528541.7446716444 4665894.254720315),2271,36,025,971200,1400000US36025971200,36025971200,9712,Census Tract 9712,NY,Delaware County,New York,CT,250395928,1593642
530,DELAWARE,120139,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 11022,3,MANG DR,,,SIDNEY,NY,13838,8200,POINT (466342.4478033247 4683092.303778123),5303,36,025,970402,1400000US36025970402,36025970402,9704.02,Census Tract 9704.02,NY,Delaware County,New York,CT,6791576,111771
531,CORTLAND,110100,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #11177,14,W MAIN ST,,,MARATHON,NY,13803,7500,POINT (414693.1150669146 4699264.901030142),3311,36,023,971100,1400000US36023971100,36023971100,9711,Census Tract 9711,NY,Cortland County,New York,CT,262915283,1878767
532,CORTLAND,110069,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 6365,186,HOMER AVE,,,CORTLAND,NY,13045,8000,POINT (402686.2247636109 4718502.455810242),735,36,023,970700,1400000US36023970700,36023970700,9707,Census Tract 9707,NY,Cortland County,New York,CT,2082176,0
533,COLUMBIA,100331,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #12546,70,"FAIRVIEW AVE, STE 100",,,HUDSON,NY,12534,7700,POINT (601513.9043526603 4678337.758507359),4420,36,021,001100,1400000US36021001100,36021001100,11,Census Tract 11,NY,Columbia County,New York,CT,48192050,4868947
534,CLINTON,90342,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #12931,1840,N AUSABLE ST,,,KEESEVILLE,NY,12944,9100,POINT (620541.9784558748 4928865.738158029),5057,36,019,102800,1400000US36019102800,36019102800,1028,Census Tract 1028,NY,Clinton County,New York,CT,110584377,46683734
535,CLINTON,90246,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #10763,64,LAKE ST,,,ROUSES POINT,NY,12979,9841,POINT (628794.2013292566 4983641.78436254),1034,36,019,100102,1400000US36019100102,36019100102,1001.02,Census Tract 1001.02,NY,Clinton County,New York,CT,43864471,18852375
536,CLINTON,90240,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #10345,3073,MAIN ST,,,PERU,NY,12972,7100,POINT (617371.7987280269 4937795.721793721),4016,36,019,101901,1400000US36019101901,36019101901,1019.01,Census Tract 1019.01,NY,Clinton County,New York,CT,80353066,187757
537,CHENANGO,80144,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #12070,148,S CHENANGO ST,,,GREENE,NY,13778,0,POINT (435968.7072063683 4685821.981837513),2263,36,017,971000,1400000US36017971000,36017971000,9710,Census Tract 9710,NY,Chenango County,New York,CT,153140704,1172476
538,CHENANGO,80125,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #11151,1,NORTH WASHINGTON AVE,,,OXFORD,NY,13830,5000,POINT (450767.9166223434 4699153.413188827),5245,36,017,970700,1400000US36017970700,36017970700,9707,Census Tract 9707,NY,Chenango County,New York,CT,184327310,1029454
539,CHENANGO,80084,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 9497,5640,ST HWY 12,,,NORWICH,NY,13815,6000,POINT (457051.3907683694 4707076.258792599),4301,36,017,970601,1400000US36017970601,36017970601,9706.01,Census Tract 9706.01,NY,Chenango County,New York,CT,138498926,382745
540,CHENANGO,80079,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8994,51,N MAIN ST,,,SHERBURNE,NY,13460,9000,POINT (458968.1742437544 4725904.734220617),4238,36,017,970102,1400000US36017970102,36017970102,9701.02,Census Tract 9701.02,NY,Chenango County,New York,CT,118583232,248000
541,CHEMUNG,70234,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 9657,1371,"COLLEGE AVE, SUITE A",,,ELMIRA,NY,14901,0,POINT (349337.1785674802 4664114.257700521),835,36,015,000200,1400000US36015000200,36015000200,2,Census Tract 2,NY,Chemung County,New York,CT,1503301,0
542,CHEMUNG,70229,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #8106,1146,BROADWAY,,,ELMIRA,NY,14904,0,POINT (349403.7084886671 4657671.390943193),2499,36,015,011102,1400000US36015011102,36015011102,111.02,Census Tract 111.02,NY,Chemung County,New York,CT,10395145,232004
543,CHEMUNG,70196,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #11195,3695,FRONT ST,,,WELLSBURG,NY,14894,7232,POINT (357084.7040318571 4653053.411014535),3868,36,015,011200,1400000US36015011200,36015011200,112,Census Tract 112,NY,Chemung County,New York,CT,140600139,1482813
544,CHEMUNG,70185,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #10705,3164,LAKE RD,,,HORSEHEADS,NY,14845,4000,POINT (350056.6542546755 4667478.048695858),0,36,015,010800,1400000US36015010800,36015010800,108,Census Tract 108,NY,Chemung County,New York,CT,4939014,87501
545,CHEMUNG,70182,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #10820,1808,W WATER ST,,,ELMIRA,NY,14905,2800,POINT (346348.8782623411 4660533.867100847),4701,36,015,010900,1400000US36015010900,36015010900,109,Census Tract 109,NY,Chemung County,New York,CT,11631369,397726
546,CHEMUNG,70112,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8958,363,COLLEGE AVE,,,ELMIRA,NY,14901,9500,POINT (350172.4948341541 4661419.639924776),1493,36,015,000700,1400000US36015000700,36015000700,7,Census Tract 7,NY,Chemung County,New York,CT,2441946,226127
547,CHEMUNG,70104,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8364,801,LAKE ST,,,ELMIRA,NY,14901,10000,POINT (350702.0884625254 4662555.831189536),1,36,015,000100,1400000US36015000100,36015000100,1,Census Tract 1,NY,Chemung County,New York,CT,4167032,118779
548,CHAUTAUQUA,60399,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #12852,141,W MAIN ST,,,FREWSBURG,NY,14738,9014,POINT (154952.2634599234 4663989.957738214),4281,36,013,037500,1400000US36013037500,36013037500,375,Census Tract 375,NY,Chautauqua County,New York,CT,134198092,346169
549,CHAUTAUQUA,60383,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #12399,460,W MAIN ST,,,FALCONER,NY,14733,13000,POINT (152196.9667751564 4671013.19766005),3545,36,013,037300,1400000US36013037300,36013037300,373,Census Tract 373,NY,Chautauqua County,New York,CT,70499694,0
550,CHAUTAUQUA,60236,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 6849,601,W 3RD ST,,,JAMESTOWN,NY,14701,8000,POINT (148141.9999856327 4668947.90193419),1409,36,013,030400,1400000US36013030400,36013030400,304,Census Tract 304,NY,Chautauqua County,New York,CT,2109906,35208
551,CHAUTAUQUA,60215,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL # 9394,199,W LAKE RD,,,MAYVILLE,NY,14757,6795,POINT (129383.2981213898 4685554.407010286),4907,36,013,036401,1400000US36013036401,36013036401,364.01,Census Tract 364.01,NY,Chautauqua County,New York,CT,106479622,18483956
552,CHAUTAUQUA,60204,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #6079,7612,E RT 20,,,WESTFIELD,NY,14787,7000,POINT (124673.3988086554 4697110.683712431),4391,36,013,036500,1400000US36013036500,36013036500,365,Census Tract 365,NY,Chautauqua County,New York,CT,121792826,10314213
553,CHAUTAUQUA,60203,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 09488,1356,WASHINGTON ST,,,JAMESTOWN,NY,14701,5000,POINT (149002.0166563094 4670210.512253368),2230,36,013,030300,1400000US36013030300,36013030300,303,Census Tract 303,NY,Chautauqua County,New York,CT,4199508,327253
554,CHAUTAUQUA,60202,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8379,164-180,E FOURTH ST,,,DUNKIRK,NY,14048,5000,POINT (144209.2412358053 4712613.668817415),802,36,013,035700,1400000US36013035700,36013035700,357,Census Tract 357,NY,Chautauqua County,New York,CT,2891496,0
555,CHAUTAUQUA,60177,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8240,260,E MAIN ST,,,FREDONIA,NY,14063,9000,POINT (144728.7563088097 4708456.030034125),2232,36,013,035800,1400000US36013035800,36013035800,358,Census Tract 358,NY,Chautauqua County,New York,CT,6855007,0
556,CHAUTAUQUA,60175,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8865,167,W FAIRMOUNT AVE,,,LAKEWOOD,NY,14750,7500,POINT (140944.3336376903 4669759.592653356),800,36,013,037100,1400000US36013037100,36013037100,371,Census Tract 371,NY,Chautauqua County,New York,CT,9777018,6936456
557,CHAUTAUQUA,60165,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8402,1360,RT 5,,,SILVER CREEK,NY,14136,10000,POINT (159176.476413423 4719136.341318534),3548,36,013,035100,1400000US36013035100,36013035100,351,Census Tract 351,NY,Chautauqua County,New York,CT,21800163,5250903
558,CHAUTAUQUA,60163,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8439,760,FOOTE AVE,,,JAMESTOWN,NY,14701,5000,POINT (150144.2373174195 4667281.987101981),4640,36,013,030700,1400000US36013030700,36013030700,307,Census Tract 307,NY,Chautauqua County,New York,CT,3581600,0
559,CAYUGA,50182,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #13235,133,MAIN ST,,,MORAVIA,NY,13118,0,POINT (383538.407199481 4729813.969745392),3165,36,011,040800,1400000US36011040800,36011040800,408,Census Tract 408,NY,Cayuga County,New York,CT,175757156,13279293
560,CAYUGA,50105,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 6337,343,W GENESEE ST,,,AUBURN,NY,13021,0,POINT (370264.9488967591 4753343.645348256),4210,36,011,042100,1400000US36011042100,36011042100,421,Census Tract 421,NY,Cayuga County,New York,CT,2495958,36656
561,CAYUGA,50090,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8827,8881,S SENECA ST,PO BOX 365,,WEEDSPORT,NY,13166,5000,POINT (372633.6532381466 4767279.620297542),3164,36,011,040400,1400000US36011040400,36011040400,404,Census Tract 404,NY,Cayuga County,New York,CT,57255062,1019677
562,CATTARAUGUS,40207,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #11658,216,S MAIN ST,,,CATTARAUGUS,NY,14719,8500,POINT (181250.2834973605 4692794.193447925),4553,36,009,960500,1400000US36009960500,36009960500,9605,Census Tract 9605,NY,Cattaraugus County,New York,CT,292692599,2078216
563,CATTARAUGUS,40168,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #10097,95,S MAIN ST,,,FRANKLINVILLE,NY,14737,8300,POINT (214808.7912136127 4692062.942684952),3541,36,009,960800,1400000US36009960800,36009960800,9608,Census Tract 9608,NY,Cattaraugus County,New York,CT,286113428,1139527
564,CATTARAUGUS,40154,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 6724,61,MAIN ST,,,RANDOLPH,NY,14772,7000,POINT (171830.0359872141 4675456.189594558),2227,36,009,961400,1400000US36009961400,36009961400,9614,Census Tract 9614,NY,Cattaraugus County,New York,CT,322528118,1396514
565,CATTARAUGUS,40145,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 6175,169,S MAIN ST,,,PORTVILLE,NY,14770,7000,POINT (223677.7952873395 4658310.433484841),4422,36,009,961200,1400000US36009961200,36009961200,9612,Census Tract 9612,NY,Cattaraugus County,New York,CT,112850140,1212821
566,CATTARAUGUS,40134,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #6383,5785,RT 219,,,GREAT VALLEY,NY,14741,7000,POINT (199222.2606094742 4683812.181339253),3726,36,009,960703,1400000US36009960703,36009960703,9607.03,Census Tract 9607.03,NY,Cattaraugus County,New York,CT,134666014,17424
567,CATTARAUGUS,40107,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8627,12189,RT 16,,,CHAFFEE,NY,14030,11500,POINT (214283.810315981 4714309.741926899),3542,36,009,960200,1400000US36009960200,36009960200,9602,Census Tract 9602,NY,Cattaraugus County,New York,CT,68448630,1461870
568,CATTARAUGUS,40099,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8104,502,N UNION ST,,,OLEAN,NY,14760,4800,POINT (216322.790269075 4664932.688182457),798,36,009,961800,1400000US36009961800,36009961800,9618,Census Tract 9618,NY,Cattaraugus County,New York,CT,5925686,379709
569,BROOME,30416,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #08494,3226,WATSON BLVD,,,ENDWELL,NY,13760,8100,POINT (415624.34414821 4662542.877622247),1151,36,007,013100,1400000US36007013100,36007013100,131,Census Tract 131,NY,Broome County,New York,CT,2138011,79575
570,BROOME,30319,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #10141,2658,ST RT 26,,,MAINE,NY,13802,7800,POINT (412644.9615163392 4672374.398210412),3423,36,007,010200,1400000US36007010200,36007010200,102,Census Tract 102,NY,Broome County,New York,CT,117946363,304276
571,BROOME,30312,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 6766,310,EXCHANGE AVE,,,ENDICOTT,NY,13760,9800,POINT (411879.642595003 4660827.35947257),778,36,007,013700,1400000US36007013700,36007013700,137,Census Tract 137,NY,Broome County,New York,CT,3444143,431745
572,BROOME,30298,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 9951,357,COURT ST,,,BINGHAMTON,NY,13904,10000,POINT (426484.2591857137 4661779.575877283),2304,36,007,000600,1400000US36007000600,36007000600,6,Census Tract 6,NY,Broome County,New York,CT,1629137,12657
573,BROOME,30277,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 6436,2649,MAIN ST,,,WHITNEY POINT,NY,13862,5000,POINT (420201.8457959875 4686720.834411239),3424,36,007,011901,1400000US36007011901,36007011901,119.01,Census Tract 119.01,NY,Broome County,New York,CT,98095765,4938032
574,BROOME,30268,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #6294,225,HARRISON AVE,,,ENDICOTT,NY,13760,13000,POINT (412926.5786333052 4661265.470252886),1747,36,007,013500,1400000US36007013500,36007013500,135,Census Tract 135,NY,Broome County,New York,CT,972050,0
575,BROOME,30244,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 9622,325,CLINTON ST,,,BINGHAMTON,NY,13905,7000,POINT (422519.0862357836 4662428.40053726),3468,36,007,000200,1400000US36007000200,36007000200,2,Census Tract 2,NY,Broome County,New York,CT,1406903,0
576,ALLEGANY,20144,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8875,25,W DYKE ST,,,WELLSVILLE,NY,14895,6500,POINT (256908.9790112334 4666883.627382995),3828,36,003,950700,1400000US36003950700,36003950700,9507,Census Tract 9507,NY,Allegany County,New York,CT,92723534,88581
577,ALLEGANY,20115,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #11056,7981,RT 19,,,BELFAST,NY,14711,9250,POINT (243004.5472776638 4692963.692969747),3731,36,003,950402,1400000US36003950402,36003950402,9504.02,Census Tract 9504.02,NY,Allegany County,New York,CT,106358388,2639765
578,ALLEGANY,20104,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #10600,303,MAIN ST,,,BOLIVAR,NY,14715,8100,POINT (237909.6059567271 4662088.253204294),2540,36,003,951202,1400000US36003951202,36003951202,9512.02,Census Tract 9512.02,NY,Allegany County,New York,CT,140584523,186027
579,ALLEGANY,20092,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 9839,98,BOLIVAR RD,,,WELLSVILLE,NY,14895,8400,POINT (255143.2981847188 4668268.937075927),5056,36,003,951100,1400000US36003951100,36003951100,9511,Census Tract 9511,NY,Allegany County,New York,CT,154152645,92806
580,ALLEGANY,20090,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 11284,5240,RT 305,,,CUBA,NY,14727,9000,POINT (229626.5572278654 4680252.154576601),4048,36,003,950401,1400000US36003950401,36003950401,9504.01,Census Tract 9504.01,NY,Allegany County,New York,CT,180985769,385893
581,ALLEGANY,20083,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 6067,4836,STATE ROUTE 19 S,PO BOX 51,,BELMONT,NY,14813,8000,POINT (251211.6798276302 4677459.762758006),5089,36,003,950600,1400000US36003950600,36003950600,9506,Census Tract 9506,NY,Allegany County,New York,CT,155813033,235822
582,ALLEGANY,20078,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 9592,46,S GENESEE ST PO BOX 274,,,FILLMORE,NY,14735,6300,POINT (244046.4307400128 4705822.893092662),3829,36,003,950300,1400000US36003950300,36003950300,9503,Census Tract 9503,NY,Allegany County,New York,CT,232017438,2013702
583,ALLEGANY,20066,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 8319,820,NY RT 244,,,ALFRED STATION,NY,14803,1400,POINT (271445.3018120576 4683264.442193184),5069,36,003,950800,1400000US36003950800,36003950800,9508,Census Tract 9508,NY,Allegany County,New York,CT,201673166,602203
584,ALBANY,10440,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #25518,638,COLUMBIA ST EXT,,,LATHAM,NY,12110,3000,POINT (602048.6136650195 4735152.960885303),2296,36,001,013503,1400000US36001013503,36001013503,135.03,Census Tract 135.03,NY,Albany County,New York,CT,11558461,1212130
